1,0.347018572825024
2,0.371456500488759
3,0.395894428152493
4,0.420332355816227
5,0.43010752688172
6,0.464320625610948
7,0.474095796676442
8,0.50830889540567
9,0.532746823069404
10,0.532746823069404
11,0.566959921798631
12,0.591397849462366
13,0.6158357771261
14,0.659824046920821
15,0.669599217986315
16,0.694037145650049
17,0.713587487781036
18,0.747800586510264
19,0.786901270772238
20,0.801564027370479
21,0.821114369501466
22,0.8455522971652
23,0.860215053763441
24,0.918866080156403
25,0.943304007820137
26,0.957966764418377
27,0.987292277614858
28,1.01661779081134
29,1.07038123167155
30,1.10948191593353
31,1.10948191593353
32,1.14369501466276
33,1.16813294232649
34,1.22189638318671
35,1.27077223851417
36,1.29032258064516
37,1.30987292277615
38,1.33919843597263
39,1.36363636363636
40,1.41251221896383
41,1.49071358748778
42,1.51515151515152
1.48407002626079,0
44,28.8760166428395
45,27.3829896715105
