1,0.347018572825024
2,0.366568914956012
3,0.381231671554252
4,0.410557184750733
5,0.41544477028348
6,0.434995112414467
7,0.464320625610948
8,0.483870967741935
9,0.518084066471163
10,0.532746823069404
11,0.547409579667644
12,0.571847507331378
13,0.591397849462366
14,0.620723362658847
15,0.654936461388074
16,0.664711632453568
17,0.684261974584555
18,0.708699902248289
19,0.728250244379277
20,0.772238514173998
21,0.796676441837732
22,0.796676441837732
23,0.840664711632453
24,0.855327468230694
25,0.889540566959922
26,0.933528836754643
27,0.943304007820137
28,0.972629521016618
29,0.987292277614858
30,1.02150537634409
31,1.08504398826979
32,1.10459433040078
33,1.11436950146628
34,1.1485826001955
35,1.17790811339198
36,1.25122189638319
37,1.29032258064516
38,1.29032258064516
39,1.32453567937439
40,1.35874877810362
41,1.42228739002933
42,1.50537634408602
1.48518389161901,0
44,28.8219661056179
45,27.4485406318172
