Samples,Voltage
1,1.6080156402737
2,1.58846529814272
3,1.56402737047898
4,1.54936461388074
5,1.51026392961877
6,1.44183773216031
7,1.41251221896383
8,1.39784946236559
9,1.36363636363636
10,1.32942326490714
11,1.31964809384164
12,1.27077223851417
13,1.2316715542522
14,1.20234604105572
15,1.18279569892473
16,1.16813294232649
17,1.14369501466276
18,1.13391984359726
19,1.08993157380254
20,1.05083088954057
21,1.02639296187683
22,1.01173020527859
23,0.992179863147605
24,0.972629521016618
25,0.93841642228739
26,0.904203323558162
27,0.879765395894428
28,0.860215053763441
29,0.850439882697947
30,0.83088954056696
31,0.83088954056696
32,0.786901270772238
33,0.762463343108504
34,0.742913000977517
35,0.718475073313783
36,0.698924731182796
37,0.694037145650049
38,0.679374389051808
39,0.654936461388074
40,0.635386119257087
41,0.610948191593353
42,0.591397849462366
43,0.571847507331378
44,0.566959921798631
45,0.552297165200391
46,0.52297165200391
47,0.493646138807429
48,0.483870967741935
49,0.464320625610948
50,0.459433040078201
51,0.439882697947214
52,0.43010752688172
53,0.400782013685239
54,0.371456500488759
55,0.351906158357771
56,0.342130987292278
57,0.317693059628543
58,0.317693059628543
59,0.288367546432063
60,0.263929618768328
61,0.244379276637341
62,0.224828934506354
63,0.210166177908113
64,0.205278592375367
65,0.185728250244379
66,27.8323525794481
67,26.5201387469241
