1,0.351906158357771
2,0.376344086021505
3,0.400782013685239
4,0.410557184750733
5,0.420332355816227
6,0.454545454545455
7,0.483870967741935
8,0.503421309872923
9,0.532746823069404
10,0.537634408602151
11,0.571847507331378
12,0.586510263929619
13,0.6158357771261
14,0.654936461388074
15,0.659824046920821
16,0.674486803519062
17,0.703812316715543
18,0.733137829912023
19,0.786901270772238
20,0.796676441837732
21,0.801564027370479
22,0.840664711632453
23,0.855327468230694
24,0.913978494623656
25,0.93841642228739
26,0.943304007820137
27,0.957966764418377
28,0.982404692082111
29,1.0019550342131
30,1.03128054740958
31,1.08015640273705
32,1.10459433040078
33,1.11436950146628
34,1.1485826001955
35,1.17790811339198
36,1.23655913978495
37,1.28543499511241
38,1.29032258064516
39,1.3147605083089
40,1.35386119257087
41,1.40273704789834
42,1.48093841642229
43,1.51026392961877
1.51814411152247,0
45,29.1724755421406
46,27.5996780819063
